下午 03:44:39-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
下午 03:44:40-> Modbus Timeout_MODULE_NAME, Ret [15], , CmdType [100], Cmd [80 46 00 42 48], Rec []
下午 03:44:53-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:53-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 60 BA 48 ]
下午 03:44:53-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 91 7B CC ]
下午 03:44:53-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5C BC 09 ]
下午 03:44:53-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 79 7B 82 ]
下午 03:44:53-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 A8 BB DE ]
下午 03:44:53-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 66 3A 4A ]
下午 03:44:53-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:53-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:53-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 99 7A 0A ]
下午 03:44:53-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:53-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 94 BB CF ]
下午 03:44:53-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5B FD CB ]
下午 03:44:53-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 79 7B 82 ]
下午 03:44:53-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 A8 BB DE ]
下午 03:44:53-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 66 3A 4A ]
下午 03:44:53-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:53-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:53-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 99 7A 0A ]
下午 03:44:53-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:53-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 94 BB CF ]
下午 03:44:53-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5B FD CB ]
下午 03:44:53-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 79 7B 82 ]
下午 03:44:53-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 9E 3B C8 ]
下午 03:44:54-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:54-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 99 7A 0A ]
下午 03:44:54-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:54-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 99 7A 0A ]
下午 03:44:54-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:54-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 94 BB CF ]
下午 03:44:54-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5B FD CB ]
下午 03:44:54-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 79 7B 82 ]
下午 03:44:54-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 9E 3B C8 ]
下午 03:44:54-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:54-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 99 7A 0A ]
下午 03:44:54-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:54-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 97 FB CE ]
下午 03:44:54-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 69 7A 4E ]
下午 03:44:54-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 8E 3A 04 ]
下午 03:44:54-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5A 3C 0B ]
下午 03:44:54-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 52 3B 9D ]
下午 03:44:54-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 9E 3B C8 ]
下午 03:44:54-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:54-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 99 7A 0A ]
下午 03:44:54-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:54-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 97 FB CE ]
下午 03:44:54-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 69 7A 4E ]
下午 03:44:54-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 8E 3A 04 ]
下午 03:44:54-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5A 3C 0B ]
下午 03:44:55-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 52 3B 9D ]
下午 03:44:55-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 97 FB CE ]
下午 03:44:55-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 68 BB 8E ]
下午 03:44:55-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 90 BA 0C ]
下午 03:44:55-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6C BA 4D ]
下午 03:44:55-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 97 FB CE ]
下午 03:44:55-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 69 7A 4E ]
下午 03:44:55-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 8E 3A 04 ]
下午 03:44:55-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5A 3C 0B ]
下午 03:44:55-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 52 3B 9D ]
下午 03:44:55-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 97 FB CE ]
下午 03:44:55-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 68 BB 8E ]
下午 03:44:55-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 90 BA 0C ]
下午 03:44:55-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6C BA 4D ]
下午 03:44:55-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 8F FB C4 ]
下午 03:44:55-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6C BA 4D ]
下午 03:44:55-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 84 BA 03 ]
下午 03:44:55-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5A 3C 0B ]
下午 03:44:55-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:55-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:55-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 68 BB 8E ]
下午 03:44:55-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 90 BA 0C ]
下午 03:44:55-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 6C BA 4D ]
下午 03:44:55-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 8F FB C4 ]
下午 03:44:55-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6C BA 4D ]
下午 03:44:55-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 84 BA 03 ]
下午 03:44:55-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5A 3C 0B ]
下午 03:44:55-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:55-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:56-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 6D 7B 8D ]
下午 03:44:56-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 81 7A 00 ]
下午 03:44:56-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 72 3A 45 ]
下午 03:44:56-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 8F FB C4 ]
下午 03:44:56-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6C BA 4D ]
下午 03:44:56-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 84 BA 03 ]
下午 03:44:56-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 5A 3C 0B ]
下午 03:44:56-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:56-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:56-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 6D 7B 8D ]
下午 03:44:56-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 81 7A 00 ]
下午 03:44:56-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 72 3A 45 ]
下午 03:44:56-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 7D 7A 41 ]
下午 03:44:56-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:56-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 76 3B 86 ]
下午 03:44:56-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 59 7C 0A ]
下午 03:44:56-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 86 3B C2 ]
下午 03:44:56-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 96 3A 0E ]
下午 03:44:56-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 6D 7B 8D ]
下午 03:44:56-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 81 7A 00 ]
下午 03:44:56-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 72 3A 45 ]
下午 03:44:56-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 7D 7A 41 ]
下午 03:44:56-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:56-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 76 3B 86 ]
下午 03:44:56-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 59 7C 0A ]
下午 03:44:56-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 86 3B C2 ]
下午 03:44:56-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:57-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:57-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 76 3B 86 ]
下午 03:44:57-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:57-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 7D 7A 41 ]
下午 03:44:57-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 6E 3B 8C ]
下午 03:44:57-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 76 3B 86 ]
下午 03:44:57-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 58 BD CA ]
下午 03:44:57-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 86 3B C2 ]
下午 03:44:57-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:57-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:57-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 76 3B 86 ]
下午 03:44:57-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:57-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 71 7A 44 ]
下午 03:44:57-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 71 7A 44 ]
下午 03:44:57-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 7A 3B 83 ]
下午 03:44:57-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 58 BD CA ]
下午 03:44:57-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 6F FA 4C ]
下午 03:44:57-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:57-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:57-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 76 3B 86 ]
下午 03:44:57-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:57-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 71 7A 44 ]
下午 03:44:57-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 71 7A 44 ]
下午 03:44:57-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 7A 3B 83 ]
下午 03:44:57-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 58 BD CA ]
下午 03:44:57-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 6F FA 4C ]
下午 03:44:57-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:57-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 86 3B C2 ]
下午 03:44:58-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 75 7B 87 ]
下午 03:44:58-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:58-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 71 7A 44 ]
下午 03:44:58-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 71 7A 44 ]
下午 03:44:58-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 7A 3B 83 ]
下午 03:44:58-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 59 7C 0A ]
下午 03:44:58-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 6F FA 4C ]
下午 03:44:58-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:58-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 86 3B C2 ]
下午 03:44:58-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 75 7B 87 ]
下午 03:44:58-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:58-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 74 BA 47 ]
下午 03:44:58-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 88 BA 06 ]
下午 03:44:58-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 68 BB 8E ]
下午 03:44:58-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 59 7C 0A ]
下午 03:44:58-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 8C BB C5 ]
下午 03:44:58-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:58-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 86 3B C2 ]
下午 03:44:58-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 75 7B 87 ]
下午 03:44:58-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 7C BB 81 ]
下午 03:44:58-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 74 BA 47 ]
下午 03:44:58-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 88 BA 06 ]
下午 03:44:58-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 68 BB 8E ]
下午 03:44:58-> Modbus OK_CJC_TEMPERATURE, Ret [0], , CmdType [-1], Cmd [01 04 00 80 00 01 30 22], Rec [01 04 02 0C 59 7C 0A ]
下午 03:44:58-> Modbus OK_CH0_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 00 00 01 31 CA], Rec [01 04 02 05 8C BB C5 ]
下午 03:44:59-> Modbus OK_CH1_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 01 00 01 60 0A], Rec [01 04 02 05 73 FB 85 ]
下午 03:44:59-> Modbus OK_CH2_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 02 00 01 90 0A], Rec [01 04 02 05 88 BA 06 ]
下午 03:44:59-> Modbus OK_CH3_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 03 00 01 C1 CA], Rec [01 04 02 05 6A 3A 4F ]
下午 03:44:59-> Modbus OK_CH4_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 04 00 01 70 0B], Rec [01 04 02 05 8C BB C5 ]
下午 03:44:59-> Modbus OK_CH5_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 05 00 01 21 CB], Rec [01 04 02 05 74 BA 47 ]
下午 03:44:59-> Modbus OK_CH6_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 06 00 01 D1 CB], Rec [01 04 02 05 88 BA 06 ]
下午 03:44:59-> Modbus OK_CH7_AI, Ret [0], , CmdType [-1], Cmd [01 04 00 07 00 01 80 0B], Rec [01 04 02 05 68 BB 8E ]
